,HR_mean,HR_std,HR_min,HR_max,HRV_RMSSD,HRV_MeanNN,HRV_SDNN,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_pNN50,HRV_pNN20,HRV_HF,HRV_VHF,HRV_HFn,HRV_LFHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,RSP_mean,RSP_std,RSP_min,RSP_max,RRV_RMSSD,RRV_MeanBB,RRV_SDBB,RRV_SD1,RRV_SD2,RRV_SD2SD1,label
0,73.51136575904125,4.331002344844504,61.855670103092784,92.16589861751152, 36.127733, 816.343324, 48.946573, 0.059958, 0.044256, 816.0, 44.478, 0.054507, 13.623978, 59.400545, 0.015805, 0.000727, 0.324123, 2.039249, 25.580218, 64.126408, 0.398903,18.99623499998355,4.277378518411095,7.4673304293715,26.85765443151298, 1121.640214, 3177.532609, 1007.819826, 796.760588, 1181.767392, 1.483215,1
1,73.440556544407,4.515409355016548,60.79027355623101,92.16589861751152, 38.146011, 817.224658, 51.618997, 0.063164, 0.046678, 816.0, 42.9954, 0.05269, 17.260274, 58.90411, 0.020035, 0.001184, 0.294665, 2.33456, 27.010415, 67.907849, 0.397751,20.27034684172552,3.0741960538265087,10.025062656641603,30.196275792652237, 665.171297, 2974.453608, 587.864001, 472.815438, 683.822878, 1.446279,1
2,74.01731450321249,4.456001043762698,60.79027355623101,86.58008658008659, 35.869101, 810.799458, 50.169798, 0.061877, 0.044239, 807.0, 50.4084, 0.062464, 15.176152, 57.181572, 0.010269, 0.000886, 0.245497, 2.987097, 25.397797, 66.350043, 0.382785,20.042283960650195,3.321145936099288,8.143322475570033,30.196275792652237, 885.876108, 3005.907216, 730.663313, 629.687481, 819.287147, 1.301101,1
3,74.8346639927336,4.164952076487128,65.57377049180327,86.58008658008659, 33.468213, 801.870968, 45.906791, 0.05725, 0.041738, 801.0, 48.9258, 0.061081, 12.903226, 55.645161, 0.010704, 0.000697, 0.285111, 2.442277, 23.697542, 60.499939, 0.391695,20.527588479497815,3.1546866344485243,8.143322475570033,31.96590303676079, 815.880512, 2937.42, 675.575717, 579.845232, 759.331683, 1.309542,1
4,74.41735046494362,4.017893313509672,63.224446786090624,85.47008547008548, 34.916193, 806.431267, 45.077801, 0.055898, 0.043297, 807.0, 47.4432, 0.05879, 14.555256, 60.107817, 0.013309, 0.000575, 0.322656, 2.056071, 24.722866, 58.847475, 0.420118,20.311944684780595,2.8128853504534694,10.48951048951049,31.96590303676079, 703.035495, 2968.459184, 558.766428, 499.687614, 612.170018, 1.225105,1
5,74.1009011655129,4.75886775213786,60.483870967741936,97.0873786407767, 42.668719, 809.943089, 53.047246, 0.065495, 0.052681, 807.0, 44.478, 0.055115, 25.203252, 63.95664, 0.029679, 0.003855, 0.407389, 1.324775, 30.212406, 68.773149, 0.439305,20.49298576357852,4.340567619055821,8.709536942952532,36.03603603603604, 1171.666375, 2964.608247, 894.323203, 832.839131, 951.84398, 1.142891,0
6,75.33578642489132,4.090171993400274,65.57377049180327,97.0873786407767, 37.153173, 796.669333, 44.019533, 0.055254, 0.046636, 796.0, 41.5128, 0.052152, 18.133333, 60.0, 0.056687, 0.003523, 0.455917, 1.131233, 26.306333, 56.394918, 0.466466,19.702975708167855,4.615794036552552,8.186655751125665,40.34969737726967, 1151.399999, 3082.157895, 946.533342, 818.523003, 1059.18404, 1.294019,0
7,75.01979909428887,3.9280079452976078,63.829787234042556,88.10572687224669, 36.479014, 799.97861, 43.534456, 0.05442, 0.0456, 796.5, 43.7367, 0.054911, 17.647059, 60.160428, 0.036203, 0.001436, 0.409551, 1.402032, 25.829203, 55.968127, 0.461498,19.424648692058742,4.661230948297178,5.350454788657036,40.32258064516129, 1405.74465, 3111.319149, 1132.613366, 999.333601, 1251.782101, 1.252617,0
8,74.7171285627003,4.054188418562303,63.829787234042556,89.82035928143712, 35.63097, 803.22043, 44.997931, 0.056022, 0.04436, 800.0, 41.5128, 0.051891, 15.591398, 61.021505, 0.017488, 0.001142, 0.310592, 2.154358, 25.228916, 58.513847, 0.431161,19.627811178724315,5.742299160635506,5.351886540005352,65.14657980456026, 1431.184794, 3096.074468, 1202.137704, 1017.485312, 1361.981556, 1.338576,0
9,75.22292060167605,3.6366669106490326,65.0759219088937,89.82035928143712, 34.099806, 797.810667, 39.888332, 0.049997, 0.042742, 799.0, 35.5824, 0.044534, 14.133333, 57.6, 0.028415, 0.001823, 0.345233, 1.832433, 24.144201, 50.986219, 0.473544,20.071713722531925,5.860347107428081,9.118541033434651,65.14657980456026, 1248.459135, 3040.25, 1046.119285, 887.474408, 1183.689271, 1.333773,0
