,HR_mean,HRV_RMSSD,HRV_MeanNN,HRV_LFHF,RSP_mean,RRV_RMSSD,RRV_MeanBB,label,ID
105,0.820489188,0.429083412,0.164317412,0.211396303,0.177164998,0.29701164,0.696323256,1,33
106,0.626133916,1.0,0.349277972,0.0,0.0,1.0,1.0,1,33
107,0.725551511,0.61898137,0.25337358,0.227103472,0.128511083,0.507143581,0.785823524,1,33
108,0.670774048,0.294941774,0.307227201,1.0,0.912235529,0.359830256,0.077877503,0,33
109,1.0,0.0,0.0,0.606840178,1.0,0.159519633,0.0,0,33
110,0.0,0.228351672,1.0,0.15820675,0.778250756,0.1892978,0.074674136,1,32
111,0.301155608,0.435277822,0.683158128,0.029556955,0.519995526,0.0,0.306653563,1,32
112,0.308222981,1.0,0.675160499,0.077296927,0.0,0.283077056,1.0,1,32
113,0.613487589,0.0,0.367630804,0.0,0.05354833,0.044446775,0.888007063,1,32
114,0.521680219,0.111117333,0.459386243,0.362238714,0.041649172,0.438934075,0.894703448,1,32
115,1.0,0.047028402,0.0,1.0,1.0,1.0,0.0,0,32
116,0.0,1.0,1.0,0.0,1.0,0.200830595,0.0,1,26
117,0.110959341,0.171193787,0.859897157,0.586229851,0.542473704,0.039513559,0.33197059,1,26
118,0.088793691,0.497454997,0.887276849,0.582122381,0.135783166,0.45338708,0.873547151,1,26
119,0.097826344,0.694202006,0.877084443,0.108533545,0.0,0.241004481,1.0,1,26
120,0.07499241,0.0,0.90366394,0.061365051,0.289985286,0.0,0.605703547,1,26
121,0.391056314,0.514951888,0.544416984,1.0,0.810427588,0.295095797,0.111037327,0,26
122,1.0,0.399675297,0.0,0.228381466,0.570433754,1.0,0.393274489,0,26
123,0.0,0.701180906,1.0,0.23601171,0.578721434,0.092445223,0.235346402,1,17
124,0.103808067,1.0,0.847465666,0.524818987,0.130768364,0.156639302,0.584558378,1,17
125,0.170036926,0.724206249,0.757701111,0.0,0.421144232,0.051431798,0.364421326,1,17
126,0.1612717,0.552758,0.769774086,0.004831042,0.356251133,0.05939933,0.387188323,1,17
127,0.127236105,0.595867448,0.81411393,0.107904282,1.0,0.0,0.0,1,17
128,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0,17
129,0.961882962,0.009853403,0.038925383,0.230278368,0.162873523,0.585463595,0.771211593,0,17
130,0.0,0.873814043,1.0,0.320850485,0.654232681,0.222306713,0.194286218,1,14
131,0.284741627,0.281282267,0.685879805,0.0,0.32674156,0.077301137,0.530698762,1,14
132,1.0,0.285821706,0.0,0.287127659,0.092042446,0.519334768,0.872007196,1,14
133,0.586340864,0.604005754,0.381325478,0.07480627,0.0,0.0,1.0,1,14
134,0.706937895,0.0,0.2631688,0.366775662,0.086791474,0.022404432,0.864030953,1,14
135,0.633838096,1.0,0.236160238,0.189174954,1.0,0.860087992,0.0,0,14
136,0.669321658,0.727218796,0.301510488,1.0,0.557490515,1.0,0.268552267,0,14
137,0.0,0.725389679,1.0,0.0,0.535751415,0.209184654,0.232186917,1,28
138,0.244434228,0.428467998,0.716551406,0.18888868,0.410981681,0.671439106,0.361942424,1,28
139,0.352942338,0.604066142,0.599168503,0.336239921,0.085738939,1.0,0.799426421,1,28
140,0.185337104,0.78947823,0.782270241,1.0,0.183752981,0.0,0.599818938,1,28
141,0.281077994,1.0,0.676961159,0.668106265,0.0,0.723741326,1.0,1,28
142,1.0,0.0,0.0,0.177121461,1.0,0.772749503,0.0,0,28
143,0.0,1.0,1.0,0.0,0.103123827,1.0,1.0,1,29
144,0.117174947,0.583864125,0.824209281,1.0,0.740779548,0.0,0.025866291,1,29
145,0.139673709,0.403262357,0.794330517,0.203368828,0.58825091,0.01794477,0.200912598,1,29
146,0.20999512,0.408189684,0.701799391,0.076382345,0.011005428,0.023580649,0.847025155,1,29
147,0.20618836,0.332148584,0.707190045,0.260914254,0.189885869,0.049451675,0.646961205,1,29
148,0.523829309,0.630292857,0.365472664,0.233287702,1.0,0.768259641,0.0,0,29
149,1.0,0.0,0.0,0.259005432,0.0,0.801417973,0.895083052,0,29
150,0.004239659,1.0,0.905319803,0.0,0.45826831,0.544387977,0.444427574,1,12
151,0.167711338,0.370536628,0.812176956,1.0,0.0,1.0,1.0,1,12
152,0.0,0.257753971,1.0,0.682899702,0.571893727,0.701846244,0.319264686,1,12
153,0.020548866,0.362623972,0.9756861,0.217327064,0.049691315,0.822523089,0.951227565,1,12
154,0.260795695,0.109821903,0.711478569,0.089474199,1.0,0.0,0.0,1,12
155,1.0,0.0,0.0,0.315192149,0.078024175,0.903289619,0.892990304,0,12
156,0.0,0.039106585,1.0,0.127311314,0.70931692,0.359780896,0.16719324,1,13
157,0.419963776,0.153122431,0.559508743,0.498474476,0.472289391,0.688956615,0.35718698,1,13
158,0.475865497,0.477545719,0.509101513,1.0,0.039732966,0.385394822,0.996157774,1,13
159,0.527918957,0.791383721,0.492020803,0.466286347,0.068307338,0.350895554,0.889650288,1,13
160,0.478230771,1.0,0.508697679,0.229588484,0.0,0.542981359,1.0,1,13
161,0.694312857,0.2440533,0.317144279,0.34763387,0.144160804,0.752682301,0.83571911,1,13
162,1.0,0.0,0.0,0.292797164,1.0,0.0,0.0,0,13
163,0.618054387,0.738635862,0.404675421,0.0,0.445115994,1.0,0.442753719,0,13
164,0.310725946,0.285923574,0.666002721,0.386697553,0.549772624,0.170518288,0.173318705,1,8
165,0.106202714,0.0,0.882136581,0.110751731,0.273810435,0.459676238,0.460392415,1,8
166,0.0,0.582985628,1.0,0.094339497,0.0,0.0,1.0,1,8
167,0.190847537,1.0,0.791528009,0.0,0.036713747,0.381408208,0.876330146,1,8
168,0.19776367,0.509840321,0.783974878,0.376311146,0.080186889,0.923762936,0.796851171,1,8
169,1.0,0.017697917,0.0,1.0,0.564495983,1.0,0.178630713,0,8
170,0.332383882,0.474416886,0.642974867,0.924948329,1.0,0.505177282,0.0,0,8
171,0.091411695,0.648368141,0.560213899,0.389901139,0.0,1.0,0.877755079,1,1
172,0.0,0.273110332,0.918053008,0.001310157,0.434786202,0.213153482,0.8988896,1,1
173,0.550381143,0.220497072,0.0,0.15824132,0.415352058,0.278164894,0.273260211,0,1
174,0.510211177,0.249336916,0.266992003,0.239945744,0.451327527,1.0,0.885522116,1,1
175,0.031270453,0.248781726,0.909484439,0.183862985,0.275013019,0.128086438,0.0,0,1
176,0.129463296,0.892760978,0.463941833,0.476091346,0.350843776,1.0,0.0,1,1
177,0.253306392,0.16924018,0.763389381,0.120044726,1.0,0.16116655,0.058301952,1,1
178,0.235809634,1.0,0.195177462,0.106743236,0.0,0.046482613,0.129410375,1,2
179,0.739752515,1.0,0.719286715,1.0,0.0,0.646697522,0.812620681,1,2
180,0.0,0.566753995,0.40241017,0.610126502,0.389870959,0.201761211,0.0,1,2
181,0.249213193,0.337546516,0.572073027,1.0,0.218976506,0.639474269,0.7103115,1,2
182,0.0,0.634501656,1.0,0.0,0.902498096,0.148647017,0.288050456,1,2
183,0.177770209,0.654579166,1.0,0.357261261,0.225640892,0.0,0.982938993,1,2
184,1.0,0.672650545,0.10483907,1.0,0.0,0.241568075,0.22586406,1,2
185,1.0,0.929609692,0.978840925,0.065951037,0.67791052,0.123528878,1.0,1,3
186,0.027549773,0.684893986,0.719187558,0.0,0.826877525,0.336052863,0.011991853,1,3
187,0.604504936,0.652123424,0.590018519,0.0,0.01415043,0.0,1.0,1,3
188,0.0,0.0,1.0,0.885703134,1.0,0.395042636,0.0,0,3
189,0.531532589,0.0,1.0,0.521881719,0.06150099,0.341598193,0.943874085,1,3
190,0.0,0.450664617,1.0,0.294968778,0.334842838,0.325422927,0.094656427,1,3
191,0.0,0.836834563,0.816650985,0.0,1.0,0.0,0.060772121,1,3
192,0.36576096,0.510560155,0.860854433,0.0,0.519034759,0.389698422,0.71242183,0,4
193,0.386762272,0.159363424,0.0,1.0,0.150664115,0.262261296,0.660731207,1,4
194,0.906361753,0.771225919,0.0,0.199335115,0.00311968,0.129741619,0.201933149,0,4
195,0.549466199,1.0,1.0,0.985292895,0.228824203,1.0,0.65817444,1,4
196,0.265347046,0.633515492,0.923228156,0.301530226,0.75415074,0.064391456,0.294749,1,4
197,1.0,0.385509882,0.101856553,0.277771273,0.374351386,0.769687469,0.749450637,0,4
198,0.539014495,0.0,0.0,0.538484242,0.949695421,0.851178569,0.029424552,0,4
199,0.367744262,0.895435047,0.645041857,0.265866695,0.14114239,0.196824867,0.214702603,1,5
200,0.141679941,0.030706813,0.921612247,0.297221147,1.0,1.0,0.779699593,1,5
201,0.198448129,1.0,0.632628562,0.863314881,0.0,0.706547337,0.0,0,5
202,0.061110213,1.0,0.832287354,0.565668188,0.0,0.881650373,1.0,1,5
203,0.195458891,0.350008791,0.0,0.127659488,0.904092503,0.358585546,0.0,1,5
204,0.694320183,1.0,0.303376443,0.871123339,0.27686839,0.0,0.721681751,0,5
205,0.019705124,0.37192368,0.460784606,0.444049973,1.0,0.0,0.0,0,5
206,1.0,0.00380235,0.526150704,0.0,0.167978514,1.0,0.925522772,1,6
207,0.106920358,0.144055767,0.272137506,0.640472429,0.155050105,0.0,0.195578194,1,6
208,0.153491763,1.0,0.716408347,0.294744563,0.412039326,1.0,0.903552657,1,6
209,0.119189548,0.37797195,1.0,0.385924924,0.52777328,0.0,0.306874686,1,6
210,0.798578315,0.850044254,0.568562692,0.0,0.067075642,0.0,1.0,1,6
211,0.22341695,0.571202623,1.0,1.0,0.181989014,0.053265953,1.0,1,6
212,0.704802622,0.0,0.078783248,0.379223116,0.9619946,0.678007243,0.758395935,0,6
213,0.024911132,0.211245132,1.0,0.0,0.832816143,0.288564773,0.0,0,7
214,0.0,0.0,0.86369232,0.305398814,1.0,1.0,0.0,0,7
215,0.431669047,0.102174364,0.460284672,0.0,1.0,0.002576722,0.0,0,7
216,0.19113998,0.0,0.302246266,0.035797993,0.774024311,0.332436237,0.0,0,7
217,0.004547721,0.550756014,0.784800637,0.265888022,0.0,1.0,0.0,1,7
218,0.0,0.756995076,0.901859818,0.71213866,0.038353705,1.0,0.954363927,1,7
219,0.044878964,0.260060969,0.073772334,0.0,0.777129532,0.526433306,0.297187835,1,7
220,0.127142375,0.914241166,0.767124374,0.763685663,0.0,0.327250027,0.120121576,0,8
221,1.0,0.0,0.494130753,0.837669163,0.785855455,0.723640417,0.0,0,8
222,0.090502215,0.0,0.565277167,0.960473709,1.0,0.179068415,0.156626801,0,8
223,0.0,1.0,0.905948836,0.361327495,0.620305209,0.044761798,0.33845616,1,8
224,1.0,0.0,0.0,0.64912851,0.944658985,0.0,0.903816604,0,8
225,0.96775859,0.062309914,0.20092265,0.730769698,0.424161359,0.0,0.619532095,1,8
226,0.233747223,1.0,0.465525737,0.9095826,0.0,0.750891359,1.0,1,8
227,0.891637753,0.183810565,0.0,1.0,0.877687951,0.0,0.745499473,0,12
228,0.187379313,0.109639255,0.655090583,0.494115624,0.961511619,1.0,0.0,0,12
229,0.0,0.257835198,1.0,0.286899663,0.696622256,0.038457565,0.852783915,1,12
230,0.331963021,0.073048253,0.0,0.961800115,0.970160272,1.0,0.0,0,12
231,0.442836309,0.441625426,0.798917963,0.476212685,0.0,0.218081885,1.0,1,12
232,0.361728459,0.0,0.0,0.301297661,0.900903432,0.75071411,0.0,0,12
233,0.0,0.939668695,0.591872575,1.0,0.0,0.424373485,0.920852185,1,12
234,0.905702133,0.248258272,0.554427271,0.360976281,1.0,0.355165075,0.004336191,1,13
235,0.225141986,0.183610256,1.0,0.0,0.480470286,0.475769474,0.082012488,1,13
236,0.941325683,0.895714942,0.835465241,0.612073671,0.24910661,0.111867409,0.723155791,1,13
237,0.1492127,0.667531168,0.104280331,0.239964944,0.38645771,0.438154155,0.387931958,0,13
238,0.242969123,0.0,0.37178305,0.31899275,0.726929392,0.526026224,0.669287792,1,13
239,0.14625967,0.442563848,0.0,0.0,0.478702023,0.167913524,0.188869482,1,13
240,0.0,0.652395725,0.911084298,0.286118818,0.0,0.323427028,1.0,1,13
241,0.983276415,0.201967461,0.980698994,0.302003324,0.917592689,0.305978883,0.0,0,14
242,1.0,0.084950413,0.0,0.357562304,0.826620758,0.234127229,0.767202323,1,14
243,0.118980442,0.017248048,1.0,0.0,0.928160207,1.0,0.015800772,1,14
244,0.247881116,0.100565001,0.0,1.0,0.367286517,0.684655333,1.0,1,14
245,0.980129496,0.0,0.698782086,0.0,0.22455049,0.486116355,0.0,1,14
246,0.755449891,0.264400323,0.304921478,0.829908361,0.899807646,0.647061087,0.448943608,0,14
247,0.413239057,0.677399653,1.0,0.268607988,0.0,1.0,0.308830698,1,14
248,0.660663317,0.223910282,1.0,0.969595234,0.927191616,0.575831778,0.0,1,17
249,0.482629008,0.711174601,0.69882919,0.187444889,0.159516059,0.299526623,0.640217494,0,17
250,0.0,0.441512181,0.936601739,0.18530201,0.329091401,0.133514275,1.0,1,17
251,1.0,0.247433506,0.561895725,1.0,0.066558773,0.025930678,0.379520016,0,17
252,0.230157109,0.070796602,0.983312152,0.521204547,0.723112168,0.0,0.0,1,17
253,0.619316282,0.596950795,1.0,0.503954118,0.155420207,0.848694175,0.584927232,0,17
254,1.0,0.477537242,0.092259849,1.0,0.961357196,0.310750777,0.333319412,1,17
255,0.271039723,0.0,0.424361961,0.434223488,0.527872356,0.44308643,0.333110807,1,20
256,0.222125723,0.381195721,1.0,0.0,0.706871695,0.850241399,0.329056643,1,20
257,0.540056626,1.0,0.00869382,0.160160239,0.711444243,0.320292619,0.002084554,0,20
258,0.112827454,0.028405824,0.249033974,0.471233803,1.0,0.349425548,0.043031774,1,20
259,1.0,0.0,0.162371082,0.0,0.610136059,0.15224229,0.472285007,0,20
260,0.424880298,0.686743245,0.727339886,0.694867068,0.087549875,0.0,0.0,1,20
261,0.711211639,0.336119118,1.0,0.569561781,1.0,0.44997203,0.032508356,1,20
262,0.0,1.0,0.977129968,0.416613759,0.0,0.611725906,0.947645197,1,21
263,1.0,0.274583097,0.0,1.0,0.41525588,0.80641832,0.348767935,1,21
264,0.0,0.549273328,0.693303262,0.07042136,0.266163724,0.1144486,0.882346114,0,21
265,1.0,0.126667517,0.220967049,0.172846445,0.794432762,0.103747448,0.162033297,1,21
266,0.502910561,0.0,0.200136762,0.565258751,1.0,0.608912308,0.0,0,21
267,0.0,0.470398991,0.743621078,0.092453886,0.32721929,0.213177125,0.451165013,1,21
268,0.0,0.0,1.0,0.0,0.816372985,0.592738078,0.0,1,21
269,0.613394431,1.0,0.974972712,0.185709757,0.03261458,0.313701212,0.708746368,1,22
270,0.0,1.0,0.516752358,0.470030199,0.742005363,0.926369965,0.621488334,1,22
271,0.227949031,1.0,0.930370399,0.0,0.040727291,0.610482036,1.0,1,22
272,0.937984296,0.066657212,0.0,0.199361404,0.580383956,0.143927857,0.0,0,22
273,0.088258241,0.823946801,1.0,0.277521126,0.793209267,0.085549758,0.72104478,1,22
274,0.40425281,0.34369073,0.99631148,0.754894581,0.619304028,0.0,0.811768686,0,22
275,0.000968538,0.321550839,0.459630207,0.130183346,0.988143376,0.054170082,0.0,1,22
276,0.132856278,0.287235437,0.718078426,0.250068127,0.68740325,0.0,0.34219023,1,23
277,0.128086118,0.798344614,0.658334207,0.467507135,0.0,0.0,0.357116162,1,23
278,0.996390483,0.948295663,0.930200946,0.563751112,0.086592158,0.560881387,1.0,1,23
279,0.101478961,0.481948864,0.878014928,0.151840918,0.031846154,0.0,0.243678864,1,23
280,0.250330472,0.924246045,0.615686659,0.19179198,0.382437941,0.062055618,0.727155782,1,23
281,0.0,0.509230282,0.400822899,0.054614888,0.065447923,0.0,1.0,1,23
282,0.0,0.159096586,0.387574276,0.496827903,0.418777414,1.0,0.0,1,23
283,0.692761984,0.929431374,0.525789566,0.000745327,0.653251835,0.23408219,0.0,0,24
284,0.214528873,1.0,0.417988015,0.122757349,0.169504239,0.062938882,0.814716418,1,24
285,0.441450379,0.0,0.0,0.74653609,1.0,0.624267398,0.0,0,24
286,1.0,0.333615851,0.131193486,0.742738584,0.809395537,0.676770914,0.067652303,0,24
287,0.693720033,0.238993306,0.723664583,0.602947741,0.243915395,0.565527843,0.179609993,0,24
288,0.287785966,0.24294449,0.929555219,0.178157974,0.0,0.446773953,0.535104014,1,24
289,0.0,0.460363246,0.944866868,0.132034489,0.0,0.0,0.875545953,1,24
290,1.0,1.0,0.911358327,0.175805591,0.0,0.723356149,0.596883315,0,25
291,0.693226664,0.073985243,0.70300874,0.302777079,1.0,0.838490828,0.055356165,1,25
292,0.122230616,0.717400836,0.99558209,0.587137714,0.170700935,0.623353048,0.875020175,1,25
293,0.209325177,0.158962045,1.0,0.079596547,0.003905004,0.035581006,1.0,1,25
294,0.0,0.774401366,1.0,0.053852795,1.0,0.313760889,0.0,1,25
295,0.073692981,0.212904153,0.506011015,0.0,0.675069407,0.832915791,0.240827242,1,25
296,0.086071476,0.254265564,0.824641601,0.385655873,0.916443927,0.282254837,0.0,1,25
297,0.163378673,0.046792433,0.515066519,1.0,0.832826343,0.049838691,0.0,1,26
298,0.294597355,0.42228354,0.321728697,0.0,0.713138772,0.00150959,0.113628657,0,26
299,0.176134019,1.0,0.772143966,0.366666328,0.129161979,0.0,0.909632705,1,26
300,0.0,1.0,1.0,0.017893152,0.456211049,0.758820145,0.0,0,26
301,1.0,1.0,0.0,0.912029754,0.297963405,0.948858209,0.148647574,0,26
302,0.915643329,0.747792024,0.66670471,0.269001459,0.668908946,0.0,0.393309072,0,26
303,0.225261362,0.013142684,1.0,0.224029795,1.0,0.823457348,0.0,0,26
304,0.747507621,0.836183183,0.794701326,0.590819709,0.0,1.0,0.881987158,1,28
305,0.157599604,0.238658967,1.0,0.161588371,0.774184042,0.338112726,0.0,0,28
306,0.035715578,0.0,1.0,0.0,0.132546573,0.0,0.543398682,1,28
307,0.904167092,0.554696423,0.0,0.768750749,0.714881912,0.0,0.779118921,0,28
308,0.0,0.389056373,0.87176463,1.0,0.200115489,0.170007002,0.0,1,28
309,0.0,0.619216399,1.0,0.409420686,1.0,0.382826987,0.0,0,28
310,0.008271212,0.373740387,0.323810978,0.452045539,1.0,0.123804756,0.064173386,1,28
311,0.042707727,0.72484392,0.331611214,0.0,0.0,1.0,0.962693146,1,29
312,0.442849129,0.394448829,0.696344461,0.61444684,0.0,0.0,1.0,1,29
313,0.215798009,1.0,0.996724508,0.256320157,0.0,0.058208073,0.973097936,1,29
