,HR_mean,HRV_RMSSD,HRV_MeanNN,HRV_LFHF,RSP_mean,RRV_RMSSD,RRV_MeanBB,label,ID
314,0.69673608,0.2153726,0.619528459,0.345918521,0.382184591,0.060347645,0.453049966,1,29
315,0.121866947,0.056872613,0.417333528,0.288694741,0.745269,0.055476081,0.835694949,1,29
316,1.0,0.0,0.825556505,0.439303575,0.791614576,0.18580637,1.0,0,29
317,1.0,0.141564234,0.0,1.0,0.783488368,0.361628606,0.0,0,29
318,0.0,0.23732132,0.966896245,0.099031614,0.808836488,0.432350713,0.043782546,1,30
319,0.690477292,0.169666249,0.214113394,0.124683233,0.671197869,0.263227412,0.181255785,1,30
320,0.084889406,0.658043636,0.894588352,0.0,0.82877954,1.0,0.472880596,1,30
321,0.831813769,0.326211561,0.0,0.360690052,1.0,0.085373595,0.155253256,0,30
322,0.605372025,0.432379951,0.198837299,0.798250621,0.0,0.077436906,0.749449296,1,30
323,0.673690358,0.450684637,0.161461096,0.497771618,0.10540679,1.0,0.0,1,30
324,0.226557281,0.466980874,0.677802657,0.518579687,0.93062549,0.0,0.880575663,1,30
325,0.064532686,0.307932077,0.484555544,0.666851211,0.973637567,0.417258941,0.569760759,0,31
326,0.0,1.0,1.0,0.327569926,0.0,0.0,1.0,1,31
327,0.160797859,0.350013552,0.055808536,1.0,0.081210411,0.624438176,1.0,1,31
328,0.0,0.389949003,0.0,0.754213837,0.054767759,1.0,0.838156346,0,31
329,1.0,0.675632079,0.958770914,0.065191326,0.711544865,0.686589611,0.324567309,0,31
330,0.093206179,0.140046262,0.0,1.0,0.057149661,0.0,0.33427473,1,31
331,0.10935502,0.335770777,0.293434574,1.0,0.693445354,0.340407507,0.038886779,0,31
332,0.772532953,0.63449076,0.450304376,0.146847376,0.242358146,1.0,0.32214755,1,32
333,0.363147838,0.547327143,0.956250736,1.0,0.0,0.10655387,1.0,1,32
334,0.063001678,0.0,1.0,0.00888838,0.876336449,0.300367608,0.163585999,0,32
335,0.35293139,0.607047832,0.202906044,0.603742835,1.0,0.050668848,0.658218474,1,32
336,0.210098076,0.76551945,0.78155412,0.080048769,0.7671764,0.402545648,0.265050244,0,32
337,0.071528601,0.59605518,0.988751524,0.267360478,0.211772667,0.708570609,0.587987626,1,32
338,0.156756782,0.505451028,0.99515722,0.0,0.518181385,0.268658621,0.492281717,1,32
339,0.621868209,0.088330011,0.0,0.803497752,0.8662498,0.457731834,0.207444526,0,33
340,0.0,1.0,0.751181995,0.931069971,0.223826316,0.320566778,1.0,1,33
341,1.0,0.940571644,0.487095296,0.199848815,0.654563997,0.537959538,0.428305735,1,33
342,0.091935333,0.708561966,0.935723572,0.030204491,0.503209212,0.422447229,0.848302986,1,33
343,0.043029185,1.0,0.890165399,0.0,0.124703989,0.208053258,0.844943611,1,33
344,1.0,0.881091502,0.463588123,1.0,0.114589188,0.789449771,0.285248202,1,33
345,0.0,0.113164199,0.665314891,0.976938571,1.0,0.411236127,0.236871672,0,33
